complaint_id,victim_lat,victim_lon,fraud_type,bank,amount_inr,complaint_text,incident_time,complaint_time,mule_chain,noise_nodes,withdrawal_atm_id,withdrawal_atm_name,withdrawal_lat,withdrawal_lon,withdrawal_time,victim_to_withdrawal_km
CMP00117,12.960998,77.541134,KYC Update Scam,Canara Bank,13800.0,"I got a message saying my Canara Bank KYC would expire unless I updated it via a link. After entering my details, money was withdrawn from my account.",2026-08-09T00:16:57.604828,2026-08-10T09:05:48.090516,"[""MULE-ZA863794"", ""MULE-RD387262"", ""MULE-MS746872"", ""MULE-ZA299737""]",[],3004782371,Unknown ATM,12.9287251,77.5911273,2026-08-10T12:23:35.601315,6.5
CMP00118,12.927109,77.675096,KYC Update Scam,SBI,32500.0,"I got a message saying my SBI KYC would expire unless I updated it via a link. After entering my details, money was withdrawn from my account.",2026-07-23T09:48:19.744559,2026-07-25T09:08:49.213981,"[""MULE-VP952058"", ""MULE-TX277221""]",[],1212309366,IDBI Bank,12.9713009,77.6347274,2026-07-24T11:37:56.910127,6.58
CMP00119,13.097857,77.59562,Job Fraud,Kotak Mahindra Bank,8500.0,I was offered a work-from-home job and asked to pay a 'registration fee' via UPI. The recruiter stopped responding after I paid.,2026-08-17T14:33:47.550646,2026-08-18T23:29:34.441197,"[""MULE-UT043030"", ""MULE-EN013267"", ""MULE-DO413164"", ""MULE-WP868740""]",[],3541170090,Unknown ATM,13.0335377,77.5307804,2026-08-19T00:21:30.582411,10.02
CMP00120,12.963334,77.632983,Fake Loan App,Axis Bank,14300.0,An online ad led me to a loan app that asked for an upfront 'insurance charge'. I paid it but never received the loan and the company stopped responding to calls.,2026-07-26T00:45:43.092462,2026-07-26T17:42:16.407145,"[""MULE-BZ505415"", ""MULE-DU534624"", ""MULE-OQ640052"", ""MULE-XZ765277""]",[],4386506503,Unknown ATM,13.0267483,77.6041132,2026-07-26T18:20:21.331305,7.71
CMP00121,12.978183,77.61161,Investment Fraud,SBI,29100.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-08-04T21:02:46.012362,2026-08-06T08:43:18.536782,"[""MULE-IS161692"", ""MULE-CM511544""]","[""NOISE-WU940196""]",4763211058,Karnataka Bank,12.9767392,77.5707435,2026-08-05T19:56:28.533405,4.43
CMP00122,13.031761,77.704596,Fake Loan App,Bank of Baroda,17600.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-10T19:53:05.266120,2026-08-12T19:12:19.207004,"[""MULE-DD309805"", ""MULE-NB275705"", ""MULE-ZV401658""]",[],12159829455,Unknown ATM,12.9730449,77.608499,2026-08-11T23:46:38.425525,12.29
CMP00123,13.091687,77.735397,Investment Fraud,Kotak Mahindra Bank,95200.0,"A person on LinkedIn convinced me to invest in a 'low-risk' forex scheme. The platform initially let me withdraw small amounts, but after a large deposit, it became unreachable.",2026-08-09T16:20:35.295456,2026-08-10T07:58:58.887657,"[""MULE-EN013267"", ""MULE-ZX884969"", ""MULE-ZP427849""]","[""NOISE-RV482366""]",11212375968,Unknown ATM,12.9702298,77.6439459,2026-08-10T15:49:43.580029,16.75
CMP00124,13.090336,77.639322,Fake Loan App,Kotak Mahindra Bank,43300.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-17T21:10:33.115157,2026-08-18T09:47:17.370556,"[""MULE-PX297021"", ""MULE-QH808412"", ""MULE-JR556909""]","[""NOISE-UQ356159""]",7215440253,Karnataka Bank,12.997484,77.5498729,2026-08-18T17:02:48.879793,14.16
CMP00125,13.062086,77.547041,KYC Update Scam,Axis Bank,21100.0,An SMS stated my Axis Bank KYC was expiring and I needed to click a link to update it. I entered my card details on the site and noticed unauthorized debits within hours.,2026-08-02T19:06:42.298109,2026-08-03T05:32:02.332251,"[""MULE-TU564139"", ""MULE-HX557192""]","[""NOISE-CQ868727""]",11906537349,Unknown ATM,12.9883959,77.5358123,2026-08-04T15:12:25.661632,8.28
CMP00126,12.98132,77.551128,Fake Loan App,Punjab National Bank,15700.0,"I found a loan app on social media offering low-interest personal loans. After paying the required 'stamp duty fee', the app vanished from my phone and I couldn't reach anyone.",2026-08-01T05:45:07.247109,2026-08-02T00:20:00.405397,"[""MULE-PM010651"", ""MULE-QH808412"", ""MULE-XH932528""]",[],12538086462,Unknown ATM,12.9165713,77.5615738,2026-08-02T10:09:55.146374,7.29
CMP00127,12.968757,77.555319,Fake Loan App,SBI,47000.0,"I found a loan app on social media offering low-interest personal loans. After paying the required 'stamp duty fee', the app vanished from my phone and I couldn't reach anyone.",2026-08-08T18:51:04.429542,2026-08-09T21:38:00.706908,"[""MULE-XZ095701"", ""MULE-MS746872"", ""MULE-YJ310278""]",[],11915213882,State Bank of India,12.9832825,77.6100382,2026-08-10T01:22:50.052689,6.15
CMP00128,12.877198,77.705398,Investment Fraud,Canara Bank,27400.0,"An Instagram ad for a stock-trading course led me to a platform where I deposited money. The dashboard showed growing returns but when I tried to cash out, my account was frozen.",2026-07-23T19:57:19.500312,2026-07-24T04:26:47.453770,"[""MULE-CZ483503"", ""MULE-MH473947"", ""MULE-QT998543"", ""MULE-ZR217271""]",[],13744664202,Unknown ATM,12.898075,77.6452717,2026-07-25T11:20:39.798082,6.92
CMP00129,12.845309,77.55468,Job Fraud,Punjab National Bank,88100.0,I was offered a work-from-home job and asked to pay a 'registration fee' via UPI. The recruiter stopped responding after I paid.,2026-08-18T07:48:41.724653,2026-08-19T13:39:31.549988,"[""MULE-TK551884"", ""MULE-EN013267"", ""MULE-VG104332""]","[""NOISE-NU788957""]",316993744,Kotak Mahindra Bank,12.9600367,77.6452495,2026-08-19T17:48:55.039761,16.1
CMP00130,13.072932,77.526754,OTP Phishing,ICICI Bank,5800.0,"A person pretending to be from ICICI Bank called me and said my card needed verification. I shared the OTP they sent and ₹8,500 vanished from my account within minutes.",2026-08-10T15:40:12.197587,2026-08-11T01:17:12.579333,"[""MULE-YI258313"", ""MULE-CH346578"", ""MULE-HJ328710""]",[],1868766407,Unknown ATM,13.0810953,77.5886994,2026-08-11T19:46:52.342580,6.77
CMP00131,13.05436,77.663434,Investment Fraud,SBI,51000.0,I invested in a trading scheme promoted on social media that promised high returns. The platform is no longer accessible and I've lost my money.,2026-07-27T09:37:03.189672,2026-07-28T05:22:05.778648,"[""MULE-DY192832"", ""MULE-EC930103"", ""MULE-XZ095701"", ""MULE-JS078161""]",[],1370301737,State Bank of India,12.9641783,77.7141945,2026-07-28T07:27:31.228427,11.44
CMP00132,13.070382,77.673072,KYC Update Scam,Canara Bank,10800.0,"I received a message from someone claiming to be Canara Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-08-04T02:51:47.861862,2026-08-04T05:34:29.958859,"[""MULE-TP389083"", ""MULE-XH932528"", ""MULE-IP376724"", ""MULE-DF534874""]",[],12022091569,Unknown ATM,13.037345,77.5904645,2026-08-04T11:59:09.288523,9.67
CMP00133,12.970009,77.712361,Investment Fraud,Punjab National Bank,10900.0,"An Instagram ad for a stock-trading course led me to a platform where I deposited money. The dashboard showed growing returns but when I tried to cash out, my account was frozen.",2026-07-31T03:00:46.791360,2026-08-01T15:24:15.975593,"[""MULE-NT182449"", ""MULE-FE957829"", ""MULE-EC930103"", ""MULE-WV265423""]",[],1725212205,Bank of India,13.020102,77.7090994,2026-07-31T14:53:27.321208,5.58
CMP00134,12.808888,77.568332,Job Fraud,Canara Bank,9300.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-07-29T13:51:24.539834,2026-07-30T07:15:28.254642,"[""MULE-WU489638"", ""MULE-HK219136"", ""MULE-HJ328710"", ""MULE-IU786691""]","[""NOISE-VV322602""]",308729154,Citibank ATM Jayanagar 7th Block,12.9238284,77.5763354,2026-07-31T11:23:05.337994,12.81
CMP00135,12.846283,77.597405,UPI QR Scam,HDFC Bank,7100.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my HDFC Bank account.",2026-08-08T13:39:04.623689,2026-08-08T14:23:53.006714,"[""MULE-MQ116155"", ""MULE-NI518347"", ""MULE-RD387262""]",[],2677362270,State Bank of India,12.9200207,77.5811039,2026-08-09T08:35:54.662906,8.39
CMP00136,12.827919,77.649511,UPI QR Scam,Kotak Mahindra Bank,13500.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my Kotak Mahindra Bank account.",2026-08-02T19:08:56.892758,2026-08-03T09:30:42.789830,"[""MULE-XI852892"", ""MULE-TK680182"", ""MULE-DY192832"", ""MULE-FQ253584""]",[],1468138617,Andhra Bank,12.892184,77.644283,2026-08-03T17:26:12.186136,7.17
CMP00137,12.84378,77.541802,UPI QR Scam,Kotak Mahindra Bank,9200.0,"On an online selling platform, a buyer asked me to scan their QR code to complete the transaction. The moment I scanned it, money was pulled from my Kotak Mahindra Bank wallet.",2026-07-26T04:30:17.575300,2026-07-27T04:00:21.129983,"[""MULE-FG842498"", ""MULE-HK219136""]",[],10727155639,HDFC Bank,12.8297947,77.6684544,2026-07-26T13:44:08.085143,13.82
CMP00138,13.084647,77.583054,KYC Update Scam,Kotak Mahindra Bank,17500.0,"I received a message from someone claiming to be Kotak Mahindra Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-08-08T12:40:42.411559,2026-08-09T10:05:20.531132,"[""MULE-VK992299"", ""MULE-XH932528"", ""MULE-PX384251"", ""MULE-XH932528""]",[],3899682776,ICICI Bank,13.0019326,77.6317974,2026-08-09T12:45:51.584166,10.61
CMP00139,13.020462,77.658226,KYC Update Scam,Axis Bank,2400.0,"I received a message from someone claiming to be Axis Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-07-21T12:49:38.634728,2026-07-22T07:11:24.091425,"[""MULE-XK010943"", ""MULE-EN013267""]",[],4445109845,Punjab National Bank ATM,12.9460433,77.6466659,2026-07-23T05:07:12.605461,8.37
CMP00140,13.049385,77.51729,Job Fraud,Canara Bank,115700.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-08-01T19:06:35.943255,2026-08-03T01:41:36.406036,"[""MULE-WU489638"", ""MULE-GF978820"", ""MULE-CH346578"", ""MULE-PX384251""]",[],2340693285,Axis Bank,13.0637178,77.5720279,2026-08-02T11:16:29.543807,6.14
CMP00141,12.978146,77.7286,OTP Phishing,Axis Bank,22800.0,"Someone fraudulently called me posing as Axis Bank support and convinced me to reveal my OTP. Right after that, money was deducted from my account without my knowledge.",2026-08-08T11:14:28.170205,2026-08-08T19:38:32.052556,"[""MULE-ZZ784473"", ""MULE-DF534874"", ""MULE-EC930103"", ""MULE-JS078161""]",[],1752602639,State Bank of India,12.9572537,77.7006526,2026-08-09T18:58:25.069035,3.82
CMP00142,12.974155,77.643809,Job Fraud,Punjab National Bank,12900.0,"Someone offered me a part-time job posting ads online. They said I needed to pay a 'security deposit' before starting. After transferring the money, they blocked me.",2026-08-09T20:21:39.260379,2026-08-10T18:51:23.069042,"[""MULE-FN819600"", ""MULE-AU514627""]",[],2416036195,Unknown ATM,12.9135286,77.6851033,2026-08-11T06:54:08.050096,8.09
CMP00143,12.86206,77.620731,Job Fraud,HDFC Bank,30600.0,"Someone offered me a part-time job posting ads online. They said I needed to pay a 'security deposit' before starting. After transferring the money, they blocked me.",2026-07-29T05:19:11.594746,2026-07-30T16:06:52.559047,"[""MULE-DN102767"", ""MULE-XZ095701""]",[],1470730703,State Bank of India,12.8754555,77.6483068,2026-07-30T06:19:21.610366,3.34
CMP00144,13.09517,77.560978,Fake Loan App,ICICI Bank,7000.0,"I found a loan app on social media offering low-interest personal loans. After paying the required 'stamp duty fee', the app vanished from my phone and I couldn't reach anyone.",2026-07-30T12:06:22.137168,2026-07-31T15:11:56.308044,"[""MULE-CZ483503"", ""MULE-EC930103"", ""MULE-NT182449""]",[],1290044474,Unknown ATM,12.9955696,77.6017708,2026-08-01T10:21:41.685574,11.92
CMP00145,12.916651,77.676184,Fake Loan App,Bank of Baroda,37500.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-07-24T14:36:32.247494,2026-07-25T18:31:58.739284,"[""MULE-ZA299737"", ""MULE-DU534624"", ""MULE-JG556258""]",[],4445109845,Punjab National Bank ATM,12.9460433,77.6466659,2026-07-26T06:11:17.003855,4.57
CMP00146,12.983393,77.646751,UPI QR Scam,Punjab National Bank,8600.0,A person on a classifieds site said they wanted to buy my item and sent a QR code for 'payment verification'. Scanning it caused an unauthorized debit from my Punjab National Bank account.,2026-07-29T20:55:51.377557,2026-07-31T02:45:20.395724,"[""MULE-GD714732"", ""MULE-EI107991"", ""MULE-QO959310""]",[],4417324574,HDFC Bank,12.9505911,77.7067288,2026-07-31T13:06:28.601601,7.45
CMP00147,12.842408,77.597116,KYC Update Scam,ICICI Bank,88200.0,"A fraudster sent me a message from a ICICI Bank-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-07-29T00:07:12.516882,2026-07-29T18:50:46.920527,"[""MULE-KU696325"", ""MULE-FT532787"", ""MULE-DY192832"", ""MULE-DO413164""]",[],2389353616,Unknown ATM,12.9034741,77.6256178,2026-07-29T13:55:18.476215,7.46
CMP00148,13.059657,77.73796,Job Fraud,ICICI Bank,39600.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-08-04T05:16:26.747739,2026-08-05T20:29:48.673591,"[""MULE-PM010651"", ""MULE-NI518347"", ""MULE-MQ116155""]",[],6418358288,Canara Bank,12.9917247,77.7202988,2026-08-06T03:45:17.706059,7.79
CMP00149,12.809809,77.556211,UPI QR Scam,ICICI Bank,19600.0,A person on a classifieds site said they wanted to buy my item and sent a QR code for 'payment verification'. Scanning it caused an unauthorized debit from my ICICI Bank account.,2026-07-23T00:00:10.254354,2026-07-24T03:22:16.483217,"[""MULE-QO959310"", ""MULE-EN013267"", ""MULE-WD687339"", ""MULE-DF534874""]","[""NOISE-NU788957""]",1979050315,Corporation Bank,12.9585995,77.5260442,2026-07-24T14:26:59.457244,16.86
CMP00150,12.927546,77.683997,Investment Fraud,Axis Bank,70600.0,"I was added to a WhatsApp group that promoted a guaranteed-return investment plan. After investing ₹20,000 the group admin blocked me and the website shut down.",2026-07-21T19:33:23.728796,2026-07-23T13:36:36.212509,"[""MULE-QO959310"", ""MULE-GB797480""]",[],1067192719,ICICI Bank,12.9994929,77.5989568,2026-07-22T02:54:36.964588,12.2
CMP00151,12.905189,77.677688,Investment Fraud,Kotak Mahindra Bank,34300.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-07-24T07:36:02.374828,2026-07-25T13:22:04.229991,"[""MULE-EN013267"", ""MULE-DY192832""]",[],4067004487,State Bank of India,12.9765781,77.6738208,2026-07-25T22:33:51.590496,7.95
CMP00152,12.880203,77.714504,Investment Fraud,HDFC Bank,18200.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-07-28T05:35:16.756258,2026-07-30T03:49:10.767402,"[""MULE-KJ565060"", ""MULE-DO413164"", ""MULE-ZP427849""]",[],12211579365,Unknown ATM,12.9429968,77.7472601,2026-07-29T20:35:13.242760,7.83
CMP00153,12.989721,77.656953,Job Fraud,Canara Bank,83700.0,I was offered a work-from-home job and asked to pay a 'registration fee' via UPI. The recruiter stopped responding after I paid.,2026-07-26T03:19:09.542493,2026-07-27T09:54:59.890026,"[""MULE-WJ841687"", ""MULE-ZX499121"", ""MULE-GZ585239"", ""MULE-PM010651""]",[],2016220426,Canara Bank,12.9799118,77.5541722,2026-07-27T22:17:04.454787,11.19
CMP00154,12.937535,77.666036,UPI QR Scam,HDFC Bank,2000,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my HDFC Bank account.",2026-08-04T07:13:24.926055,2026-08-05T02:36:54.339515,"[""MULE-AU514627"", ""MULE-MS746872"", ""MULE-PM010651""]",[],9332469952,Unknown ATM,12.9721987,77.6979077,2026-08-06T05:53:05.967362,5.18
CMP00155,13.062979,77.523335,UPI QR Scam,Bank of Baroda,10600.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my Bank of Baroda account.",2026-07-21T15:47:09.289595,2026-07-22T09:56:54.573863,"[""MULE-QH808412"", ""MULE-MG257872"", ""MULE-QT998543""]","[""NOISE-VJ315869""]",4533766192,State Bank of India,12.964348,77.5402052,2026-07-23T11:44:43.890243,11.12
CMP00156,13.003995,77.502322,Investment Fraud,Punjab National Bank,16500.0,I invested in a trading scheme promoted on social media that promised high returns. The platform is no longer accessible and I've lost my money.,2026-07-24T11:48:35.315122,2026-07-26T11:14:49.804640,"[""MULE-MQ116155"", ""MULE-LV952694""]","[""NOISE-KM569816""]",1923720117,ICICI Bank,12.9458998,77.5717344,2026-07-25T11:32:49.181909,9.91
CMP00157,12.914816,77.703342,Fake Loan App,ICICI Bank,19700.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-08-04T12:26:03.444234,2026-08-05T14:08:00.359523,"[""MULE-IP376724"", ""MULE-SR525534"", ""MULE-BX887947""]",[],11896939309,ICICI Bank,12.9765152,77.6230761,2026-08-04T18:47:24.825217,11.08
CMP00158,13.068978,77.535003,OTP Phishing,Kotak Mahindra Bank,6900.0,"Someone fraudulently called me posing as Kotak Mahindra Bank support and convinced me to reveal my OTP. Right after that, money was deducted from my account without my knowledge.",2026-07-30T05:39:36.026556,2026-08-01T03:54:51.556061,"[""MULE-HJ328710"", ""MULE-GF978820"", ""MULE-EQ169409""]",[],4520910092,Unknown ATM,12.97387,77.5446917,2026-07-31T00:52:08.981185,10.63
CMP00159,12.856594,77.597938,Investment Fraud,SBI,24000.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-08-18T07:27:30.244478,2026-08-19T07:27:56.044588,"[""MULE-VG104332"", ""MULE-KH993097"", ""MULE-SH962309"", ""MULE-MS746872""]",[],12811493359,Kotak Mahindra Bank ATM,12.9552932,77.5800239,2026-08-18T18:11:37.086264,11.15
CMP00160,12.941304,77.746842,OTP Phishing,SBI,22100.0,"A fraudster called claiming to be a SBI agent and asked for my card OTP to process a refund. After sharing it, I noticed unauthorized transactions on my account.",2026-07-26T00:31:55.977727,2026-07-26T04:14:24.047073,"[""MULE-AG756263"", ""MULE-AU514627""]",[],5692364120,ICICI Bank,12.8746789,77.6401603,2026-07-26T17:32:38.391634,13.73
CMP00161,13.010543,77.520607,KYC Update Scam,ICICI Bank,29700.0,"I received a message from someone claiming to be ICICI Bank saying my KYC was outdated. The link took me to a fake portal where I entered my Aadhaar and PAN. Later, ₹9,800 was missing.",2026-08-12T13:08:51.206284,2026-08-12T17:37:06.305900,"[""MULE-CH346578"", ""MULE-DF534874""]",[],3344225431,HDFC Bank,13.0234056,77.6296912,2026-08-12T22:27:59.266455,11.9
CMP00162,13.009603,77.68249,Fake Loan App,SBI,25900.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-16T21:56:33.302134,2026-08-17T02:32:15.690659,"[""MULE-DU534624"", ""MULE-QE028385"", ""MULE-VI865278"", ""MULE-ZP427849""]","[""NOISE-HE278680""]",10047410318,Unknown ATM,12.9398703,77.6252571,2026-08-17T22:11:27.220731,9.93
CMP00163,13.01623,77.541741,Fake Loan App,Bank of Baroda,22400.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-07-30T22:15:14.874567,2026-08-01T11:23:49.454241,"[""MULE-MD269166"", ""MULE-JT497334"", ""MULE-WV265423""]",[],8148771369,State Bank of India,13.0203467,77.5559144,2026-07-31T05:29:13.539744,1.6
CMP00164,13.057808,77.54172,Fake Loan App,Bank of Baroda,57500.0,I applied for a quick personal loan through an app I found online. After paying a 'processing fee' the app disappeared and my money is gone.,2026-07-27T01:04:18.362477,2026-07-28T20:02:58.262322,"[""MULE-TP389083"", ""MULE-WJ443757"", ""MULE-TP389083"", ""MULE-WU489638""]",[],3371785038,State Bank of India,12.9897351,77.5720458,2026-07-28T11:23:05.371729,8.25
CMP00165,12.867355,77.562066,Investment Fraud,Punjab National Bank,16000.0,"I was added to a WhatsApp group that promoted a guaranteed-return investment plan. After investing ₹20,000 the group admin blocked me and the website shut down.",2026-08-17T07:25:54.371406,2026-08-18T23:09:59.857645,"[""MULE-ZW441986"", ""MULE-PI317810"", ""MULE-CP240415"", ""MULE-JS473384""]","[""NOISE-RV482366""]",4702679393,State Bank of India,12.8809055,77.6010003,2026-08-18T13:26:10.608954,4.48
CMP00166,12.937024,77.59223,UPI QR Scam,Bank of Baroda,26300.0,"I was selling something online and the buyer insisted I scan a QR code to receive funds. I later realized the QR was set up to deduct money, not add it, from my Bank of Baroda account.",2026-07-28T10:44:05.841701,2026-07-28T22:45:27.704599,"[""MULE-QH199330"", ""MULE-HJ328710""]",[],5174704944,HDFC Bank,13.0018586,77.5988817,2026-07-29T08:12:08.814209,7.25
CMP00167,13.008038,77.502399,UPI QR Scam,SBI,6100.0,A person on a classifieds site said they wanted to buy my item and sent a QR code for 'payment verification'. Scanning it caused an unauthorized debit from my SBI account.,2026-07-27T01:39:03.907162,2026-07-28T18:28:43.931072,"[""MULE-GR301657"", ""MULE-ZA863794"", ""MULE-EP208267"", ""MULE-WR848018""]","[""NOISE-WT909670""]",1809619293,Unknown ATM,12.9739442,77.5373335,2026-07-28T14:11:38.821065,5.36
CMP00168,12.937537,77.686975,KYC Update Scam,HDFC Bank,8200.0,"A fraudster sent me a message from a HDFC Bank-looking number about KYC renewal. I followed the link and filled in my details. Soon after, transactions appeared that I never made.",2026-07-26T06:46:32.886338,2026-07-26T13:37:03.754731,"[""MULE-DU534624"", ""MULE-OI454019"", ""MULE-MD269166"", ""MULE-YF026206""]",[],6657899661,Unknown ATM,12.8789708,77.6378821,2026-07-27T23:12:51.275592,8.41
CMP00169,12.897875,77.613189,Fake Loan App,HDFC Bank,14700.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-07-25T21:18:42.749943,2026-07-26T04:16:37.875680,"[""MULE-ZA299737"", ""MULE-QO959310""]",[],12144434656,Unknown ATM,12.8755223,77.6490584,2026-07-27T11:39:28.918911,4.61
CMP00170,12.835974,77.539404,Investment Fraud,Bank of Baroda,8200.0,"A person on LinkedIn convinced me to invest in a 'low-risk' forex scheme. The platform initially let me withdraw small amounts, but after a large deposit, it became unreachable.",2026-08-11T18:26:59.298135,2026-08-11T20:51:55.695322,"[""MULE-GV400499"", ""MULE-GD478872""]",[],1661812758,Axis Bank,12.9406461,77.5477204,2026-08-13T11:33:31.120484,11.67
CMP00171,13.046027,77.543467,Job Fraud,Canara Bank,12900.0,I was promised a freelance project and asked to pay a 'tool access fee' to begin. The company's website and contact details disappeared the next day.,2026-07-28T11:36:36.715243,2026-07-29T23:38:38.129716,"[""MULE-ZA863794"", ""MULE-AV152742""]",[],3776717263,Punjab National Bank,12.9752131,77.6086452,2026-07-29T04:06:14.432630,10.58
CMP00172,12.993406,77.645581,UPI QR Scam,HDFC Bank,41800.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my HDFC Bank account.",2026-07-30T09:53:17.768823,2026-08-01T09:45:12.372691,"[""MULE-XZ095701"", ""MULE-ZA299737""]","[""NOISE-WT909670""]",1328612812,Unknown ATM,12.9564144,77.7147259,2026-07-31T00:11:37.619731,8.55
CMP00173,12.9185,77.507371,Investment Fraud,Kotak Mahindra Bank,16300.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-07-29T03:35:05.875850,2026-07-29T20:53:50.172057,"[""MULE-UF329668"", ""MULE-HK219136"", ""MULE-QT998543""]",[],2677362271,ICICI Bank,12.9200199,77.5810595,2026-07-30T23:44:01.473290,7.99
CMP00174,12.818294,77.569944,Fake Loan App,Kotak Mahindra Bank,12700.0,"I downloaded a loan app that promised instant approval. They charged me a 'verification deposit' of ₹2,000 and then the app stopped opening entirely.",2026-08-01T07:46:02.775259,2026-08-02T14:47:36.357143,"[""MULE-AQ122753"", ""MULE-LU637454"", ""MULE-QH904530"", ""MULE-EN013267""]",[],4449299392,Unknown ATM,12.841417,77.647821,2026-08-02T23:14:59.104072,8.83
CMP00175,12.896481,77.567609,OTP Phishing,Punjab National Bank,3600.0,"A fraudster called claiming to be a Punjab National Bank agent and asked for my card OTP to process a refund. After sharing it, I noticed unauthorized transactions on my account.",2026-08-03T06:15:06.816521,2026-08-03T17:09:19.268681,"[""MULE-XN268414"", ""MULE-FU430391""]",[],8558793117,Karnataka Bank,12.9386806,77.601935,2026-08-05T01:52:26.451501,5.99
CMP00176,12.879958,77.704071,Investment Fraud,SBI,27600.0,"A Telegram group admin guided me to a crypto trading platform that showed fake profits. When I tried to withdraw, they asked for more 'tax' payments. I've lost ₹45,000.",2026-07-26T22:10:44.229999,2026-07-28T02:01:27.580573,"[""MULE-DD309805"", ""MULE-NT182449""]",[],2471281381,Unknown ATM,12.9062783,77.6274095,2026-07-28T21:27:03.122926,8.81
CMP00177,12.85647,77.747002,Job Fraud,Bank of Baroda,2900.0,"A company contacted me on WhatsApp offering a data-entry job. They asked for a 'training fee' of ₹3,000 upfront. After I paid, the number became unreachable.",2026-08-18T00:28:01.511529,2026-08-19T00:15:46.139371,"[""MULE-AD311656"", ""MULE-HK219136""]",[],2556896493,ICICI Bank,12.8281395,77.6821828,2026-08-18T10:15:28.426909,7.7
CMP00178,13.075634,77.711071,UPI QR Scam,SBI,18400.0,"Someone posing as a buyer on an online marketplace asked me to scan a QR code to 'receive' payment. Instead, money was deducted from my SBI account.",2026-08-03T15:27:30.484114,2026-08-03T22:58:29.239361,"[""MULE-WI795687"", ""MULE-HT339187""]",[],4101616570,Unknown ATM,12.9790601,77.6435992,2026-08-05T03:03:20.570984,12.99
CMP00179,12.89053,77.534113,Fake Loan App,Kotak Mahindra Bank,36800.0,An online ad led me to a loan app that asked for an upfront 'insurance charge'. I paid it but never received the loan and the company stopped responding to calls.,2026-07-31T03:39:09.379215,2026-08-01T10:59:19.204640,"[""MULE-KI910883"", ""MULE-FU430391"", ""MULE-DD309805"", ""MULE-RN225871""]",[],5269220026,State Bank of India,13.0087675,77.5491545,2026-07-31T16:58:08.823063,13.25
CMP00180,12.853312,77.500449,Investment Fraud,Kotak Mahindra Bank,146500.0,"A person on LinkedIn convinced me to invest in a 'low-risk' forex scheme. The platform initially let me withdraw small amounts, but after a large deposit, it became unreachable.",2026-08-10T19:20:54.368340,2026-08-10T21:23:11.817381,"[""MULE-MS746872"", ""MULE-PM010651"", ""MULE-NT182449"", ""MULE-FU430391""]",[],10009310319,Unknown ATM,12.9794922,77.6061321,2026-08-12T02:38:55.534859,18.11
